date,instrument,fixed_weight,neural_weight,next_return,weight_diff,same_sign,fixed_pnl,neural_pnl
2022-01-03,cl1s,0.1351027262564132,-0.2456409449088725,0.011961093542756762,-0.38074367116528574,False,0.0016159763466344185,-0.0029381343199861845
2022-01-03,rb1s,0.1405133519679429,-0.25,0.008774650686053098,-0.3905133519679429,False,0.0012329555802451306,-0.0021936626715132745
2022-01-04,cl1s,0.1369861498314871,-0.24906508051342,0.011170282126363063,-0.38605123034490707,False,0.0015301739410219528,-0.0027821272171602326
2022-01-04,rb1s,0.1426877364133883,-0.25,0.006941089036353043,-0.3926877364133883,False,0.0009904082828410025,-0.0017352722590882608
2022-01-05,cl1s,0.1389667840824856,-0.25,0.020680796324415107,-0.38896678408248564,False,0.002873943757468856,-0.005170199081103777
2022-01-05,rb1s,0.1449891543653486,-0.25,0.005322628862275858,-0.3949891543653486,False,0.0007717234577419741,-0.0013306572155689644
2022-01-06,cl1s,0.1400048188866486,-0.25,-0.007047571078607651,-0.3900048188866486,False,-0.0009866939124512468,0.0017618927696519127
2022-01-06,rb1s,0.1473852052699601,-0.25,-0.0023434447800930736,-0.39738520526996013,False,-0.00034538908995283417,0.0005858611950232684
2022-01-07,cl1s,0.141994312639527,-0.25,-0.008491761873928194,-0.391994312639527,False,-0.0012057818903869757,0.0021229404684820485
2022-01-07,rb1s,0.1497633689472757,-0.25,-0.010222279685932922,-0.3997633689472757,False,-0.001530923044086614,0.0025555699214832306
2022-01-10,cl1s,0.1439088927647122,-0.25,0.038220631455681664,-0.3939088927647122,False,0.005500288753555278,-0.009555157863920416
2022-01-10,rb1s,0.1515553965226718,-0.25,0.036037619808152455,-0.4015553965226718,False,0.005461695759757837,-0.009009404952038114
2022-01-11,cl1s,0.1410962047676041,-0.25,0.01748337871028305,-0.3910962047676041,False,0.002466838382535667,-0.004370844677570762
2022-01-11,rb1s,0.1486384570327078,-0.25,0.014168150672464241,-0.39863845703270784,False,0.0021059320549620063,-0.0035420376681160604
2022-01-12,cl1s,0.1426622636587884,-0.25,-0.006292352579594818,-0.3926622636587884,False,-0.0008976812627442132,0.0015730881448987044
2022-01-12,rb1s,0.1505516502766104,-0.25,-0.002802408487440289,-0.40055165027661044,False,-0.00042190722253331514,0.0007006021218600722
2022-01-13,cl1s,0.1446571115665648,-0.25,0.02058319066565728,-0.3946571115665648,False,0.0029775049085178605,-0.00514579766641432
2022-01-13,ng1s,-0.0623285972382442,-0.1133247221668028,-0.0018754063380398422,-0.050996124928558595,True,0.00011689144630173578,0.00021252990220822616
2022-01-13,rb1s,0.1529045982386495,-0.25,0.014638647497666746,-0.4029045982386495,False,0.0022383165143879456,-0.0036596618744166864
2022-01-14,cl1s,0.1458303988823617,-0.25,0.018367346839942567,-0.3958303988823617,False,0.0026785175160795103,-0.004591836709985642
2022-01-14,ng1s,-0.0633720060067652,-0.1152218059620836,0.00492697225029004,-0.05184979995531841,True,-0.00031223211504054584,-0.0005676946406034894
2022-01-14,rb1s,-0.1548036931731543,0.25,0.005291442232647103,0.4048036931731543,False,-0.0008191347998261726,0.0013228605581617758
2022-01-18,cl1s,0.1473711159814886,-0.25,0.01143463379268117,-0.3973711159814886,False,0.0016851347428670656,-0.0028586584481702926
2022-01-18,ng1s,-0.0644329757185775,-0.1171500843715221,-0.058833794530451455,-0.0527171086529446,True,0.003790836454412357,0.006892383993139184
2022-01-18,rb1s,-0.1573879000517852,0.25,0.010362693929349742,0.4073879000517852,False,-0.0016309626364197386,0.0025906734823374356
2022-01-19,cl1s,0.1496222590397931,-0.25,-0.0029137528480852604,-0.3996222590397931,False,-0.0004359622834141477,0.0007284382120213151
2022-01-19,rb1s,0.1597755396896831,-0.25,0.0021164023564894663,-0.4097755396896831,False,0.00033814932870862156,-0.0005291005891223666
2022-01-20,cl1s,0.1518714776329592,-0.25,-0.004792518730531992,-0.40187147763295916,False,-0.0007278469011895273,0.001198129682632998
2022-01-20,rb1s,0.1624459032283958,-0.25,-0.008041588535999789,-0.4124459032283958,False,-0.0013063231131215988,0.002010397133999947
2022-01-21,cl1s,0.1540128676062355,-0.25,-0.02149401007941787,-0.4040128676062355,False,-0.003310354128688476,0.005373502519854467
2022-01-21,rb1s,-0.1643502189127942,0.25,-0.018148375191262334,0.4143502189127942,False,0.002982689435595488,-0.004537093797815583
2022-01-24,cl1s,0.1533415914515623,-0.25,0.02748769649268512,-0.4033415914515623,False,0.004215007125525864,-0.00687192412317128
2022-01-24,rb1s,0.16430136640184,-0.25,0.025186295541876014,-0.41430136640184,False,0.0041381427721308,-0.006296573885469003
2022-01-25,cl1s,0.1530010716559464,-0.25,0.020443925161300225,-0.4030010716559464,False,0.003127942458532901,-0.005110981290325056
2022-01-25,ng1s,-0.066045977521473,-0.1200723263195457,0.036469093329414726,-0.05402634879807271,True,-0.0024086369182630255,-0.0043789288748274525
2022-01-25,rb1s,0.1639555926640222,-0.25,0.02460813793096661,-0.4139555926640222,False,0.004034641838829636,-0.006152034482741653
2022-01-26,cl1s,0.1542232868865746,-0.25,-0.008471665674548268,-0.4042232868865746,False,-0.001306528125733004,0.002117916418637067
2022-01-26,ng1s,-0.0666368025012075,-0.0814456026675683,0.06119793838506826,-0.014808800166360797,True,-0.004078034933646859,-0.004984302973784596
2022-01-26,rb1s,0.1639646700285172,-0.25,-0.0008719083424757468,-0.4139646700285172,False,-0.0001429621636691472,0.0002179770856189367
2022-01-27,cl1s,0.1559454854270631,-0.25,0.002424662455450921,-0.4059454854270631,False,0.00037811516361206866,-0.0006061656138627303
2022-01-27,ng1s,-0.0663249421556151,0.1204796970345996,0.08311983276225221,0.1868046391902147,False,-0.005512918099940779,0.010014252268762732
2022-01-27,rb1s,0.1665709276244255,-0.25,0.0067036877425068475,-0.4165709276244255,False,0.0011166394857738565,-0.0016759219356267119
2022-01-28,cl1s,0.1585512964231318,-0.25,0.015319050868882966,-0.4085512964231318,False,0.0024288553752332977,-0.0038297627172207416
2022-01-28,ng1s,-0.0649799322359939,0.1181453312579359,0.0506564698285088,0.1831252634939298,False,-0.003291653976771171,0.005984825408246807
2022-01-28,rb1s,0.1693183837008717,-0.25,0.006501438381320446,-0.4193183837008717,False,0.0011008130384559894,-0.0016253595953301114
2022-01-31,cl1s,0.1605073914308646,-0.25,0.0005672149616038347,-0.41050739143086457,False,9.104219386758952e-05,-0.00014180374040095867
2022-01-31,ng1s,-0.0653216730035852,0.1187666781880463,-0.025237911078576314,0.1840883511916315,False,0.0016485825747683221,-0.0029974228632078017
2022-01-31,rb1s,0.172120232786009,-0.25,0.008142813285711537,-0.42212023278600896,False,0.0014015429182696764,-0.002035703321427884
2022-02-01,cl1s,0.1631181672378079,-0.25,0.000680271942215871,-0.4131181672378079,False,0.00011096471243755683,-0.00017006798555396774
2022-02-01,ng1s,-0.0659960540208344,0.1199923246577735,0.15786322818328347,0.1859883786786079,False,-0.010418350135087283,0.01894237572769273
2022-02-01,rb1s,0.174892683649827,-0.25,0.012348554631052888,-0.424892683649827,False,0.0021596718586213387,-0.003087138657763222
2022-02-02,cl1s,0.1657794880320439,-0.25,0.022773623477126748,-0.4157794880320439,False,0.0037753996406726074,-0.005693405869281687
2022-02-02,ng1s,-0.0593910201899819,0.1079836730726943,-0.11143337035235379,0.1673746932626762,False,0.006618141548434374,-0.012032984633517037
2022-02-02,rb1s,0.1773307755940531,-0.25,0.013693900982526985,-0.4273307755940531,False,0.0024283500821396763,-0.0034234752456317463
2022-02-03,ng1s,-0.0563547266097508,-0.0980608834980071,-0.06464763321351341,-0.041706156888256296,True,0.0036431996957149936,0.0063394040289722325
2022-02-03,rb1s,0.1796423793510092,-0.25,0.013546751361801723,-0.42964237935100924,False,0.002433570647110586,-0.003386687840450431
2022-02-04,ng1s,-0.056027707966449,-0.1018683900235051,-0.07436869616432307,-0.045840682057056104,True,0.004166707590540269,0.0075758193464068105
2022-02-04,rb1s,0.1820321821897715,-0.25,0.002538734666919673,-0.43203218218977146,False,0.0004621314114202108,-0.0006346836667299183
2022-02-07,rb1s,0.1850383799333417,-0.25,-0.02241835200722797,-0.4350383799333417,False,-0.004148255536192843,0.005604588001806993
2022-02-08,ng1s,-0.0563910569226565,-0.1025291938289939,-0.056262083610662206,-0.046138136906337404,True,0.003172678359476112,0.005768506075740647
2022-02-08,rb1s,-0.1817804291984459,0.25,0.010780542754780909,0.4317804291984459,False,-0.0019596916889562696,0.002695135688695227
